Date (Weeks Starting 1st day of Year),Merchant,MV - Accepted (MCCY)
5/12/18,BARNEYS NEW YORK,37011
5/12/18,NORDSTROM,118666
5/12/18,SAKS.COM,94570
5/13/18,BARNEYS NEW YORK,33709
5/13/18,NORDSTROM,130556
5/13/18,SAKS.COM,106313
5/14/18,BARNEYS NEW YORK,44232
5/14/18,NORDSTROM,132656
5/14/18,SAKS.COM,122884
5/15/18,BARNEYS NEW YORK,52424
5/15/18,NORDSTROM,122866
5/15/18,SAKS.COM,140165
5/16/18,BARNEYS NEW YORK,39581
5/16/18,NORDSTROM,146297
5/16/18,SAKS.COM,95997
5/17/18,BARNEYS NEW YORK,52681
5/17/18,NORDSTROM,116910
5/17/18,SAKS.COM,107211
5/18/18,BARNEYS NEW YORK,30353
5/18/18,NORDSTROM,136437
5/18/18,SAKS.COM,101531
5/19/18,BARNEYS NEW YORK,45923
5/19/18,NORDSTROM,115776
5/19/18,SAKS.COM,100347
5/20/18,BARNEYS NEW YORK,29119
5/20/18,NORDSTROM,151860
5/20/18,SAKS.COM,165209
5/21/18,BARNEYS NEW YORK,27539
5/21/18,NORDSTROM,153153
5/21/18,SAKS.COM,118198
5/22/18,BARNEYS NEW YORK,152215
5/22/18,NORDSTROM,189934
5/22/18,SAKS.COM,204318
5/23/18,BARNEYS NEW YORK,86991
5/23/18,NORDSTROM,251193
5/23/18,SAKS.COM,204888
5/24/18,BARNEYS NEW YORK,115869
5/24/18,NORDSTROM,229504
5/24/18,SAKS.COM,165138
5/25/18,BARNEYS NEW YORK,84901
5/25/18,NORDSTROM,197519
5/25/18,SAKS.COM,123189
5/26/18,BARNEYS NEW YORK,78200
5/26/18,NORDSTROM,183751
5/26/18,SAKS.COM,120756
5/27/18,BARNEYS NEW YORK,75465
5/27/18,NORDSTROM,188265
5/27/18,SAKS.COM,122339
5/28/18,BARNEYS NEW YORK,65441
5/28/18,NORDSTROM,194155
5/28/18,SAKS.COM,131164
5/29/18,BARNEYS NEW YORK,71975
5/29/18,NORDSTROM,178817
5/29/18,SAKS.COM,98510
5/30/18,BARNEYS NEW YORK,53852
5/30/18,NORDSTROM,140516
5/30/18,SAKS.COM,126970
5/31/18,BARNEYS NEW YORK,64864
5/31/18,NORDSTROM,137944
5/31/18,SAKS.COM,92193
6/1/18,BARNEYS NEW YORK,33991
6/1/18,NORDSTROM,142657
6/1/18,SAKS.COM,112829
6/2/18,BARNEYS NEW YORK,69764
6/2/18,NORDSTROM,152886
6/2/18,SAKS.COM,96661
6/3/18,BARNEYS NEW YORK,57069
6/3/18,NORDSTROM,163574
6/3/18,SAKS.COM,136970
6/4/18,BARNEYS NEW YORK,55595
6/4/18,NORDSTROM,167327
6/4/18,SAKS.COM,116425
6/5/18,BARNEYS NEW YORK,42278
6/5/18,NORDSTROM,154608
6/5/18,SAKS.COM,88032
6/6/18,BARNEYS NEW YORK,213884
6/6/18,NORDSTROM,147986
6/6/18,SAKS.COM,128421
6/7/18,BARNEYS NEW YORK,209445
6/7/18,NORDSTROM,120435
6/7/18,SAKS.COM,101819
6/8/18,BARNEYS NEW YORK,77387
6/8/18,NORDSTROM,133839
6/8/18,SAKS.COM,113131
6/9/18,BARNEYS NEW YORK,70679
6/9/18,NORDSTROM,122007
6/9/18,SAKS.COM,103222
6/10/18,BARNEYS NEW YORK,55979
6/10/18,NORDSTROM,143445
6/10/18,SAKS.COM,114230
6/11/18,BARNEYS NEW YORK,64467
6/11/18,NORDSTROM,118310
6/11/18,SAKS.COM,192663
6/12/18,BARNEYS NEW YORK,58064
6/12/18,NORDSTROM,136309
6/12/18,SAKS.COM,290369
6/13/18,BARNEYS NEW YORK,75141
6/13/18,NORDSTROM,138377
6/13/18,SAKS.COM,227475
6/14/18,BARNEYS NEW YORK,76363
6/14/18,NORDSTROM,119216
6/14/18,SAKS.COM,166633
6/15/18,BARNEYS NEW YORK,47851
6/15/18,NORDSTROM,105389
6/15/18,SAKS.COM,139142
6/16/18,BARNEYS NEW YORK,40022
6/16/18,NORDSTROM,102934
6/16/18,SAKS.COM,122128
6/17/18,BARNEYS NEW YORK,43939
6/17/18,NORDSTROM,122219
6/17/18,SAKS.COM,107972
6/18/18,BARNEYS NEW YORK,49700
6/18/18,NORDSTROM,105648
6/18/18,SAKS.COM,109656
6/19/18,BARNEYS NEW YORK,72518
6/19/18,NORDSTROM,126452
6/19/18,SAKS.COM,121818
6/20/18,BARNEYS NEW YORK,92634
6/20/18,NORDSTROM,118329
6/20/18,SAKS.COM,150410
6/21/18,BARNEYS NEW YORK,67282
6/21/18,NORDSTROM,105949
6/21/18,SAKS.COM,126959
6/22/18,BARNEYS NEW YORK,65211
6/22/18,NORDSTROM,106275
6/22/18,SAKS.COM,137556
6/23/18,BARNEYS NEW YORK,58963
6/23/18,NORDSTROM,111111
6/23/18,SAKS.COM,109847
6/24/18,BARNEYS NEW YORK,63755
6/24/18,NORDSTROM,111208
6/24/18,SAKS.COM,78354
6/25/18,BARNEYS NEW YORK,42551
6/25/18,NORDSTROM,117419
6/25/18,SAKS.COM,124175
6/26/18,BARNEYS NEW YORK,44903
6/26/18,NORDSTROM,118768
6/26/18,SAKS.COM,155402
6/27/18,BARNEYS NEW YORK,53025
6/27/18,NORDSTROM,108946
6/27/18,SAKS.COM,167670
6/28/18,BARNEYS NEW YORK,135043
6/28/18,NORDSTROM,113215
6/28/18,SAKS.COM,120113
6/29/18,BARNEYS NEW YORK,72380
6/29/18,NORDSTROM,116385
6/29/18,SAKS.COM,107942
6/30/18,BARNEYS NEW YORK,55726
6/30/18,NORDSTROM,106599
6/30/18,SAKS.COM,197716
7/1/18,BARNEYS NEW YORK,57093
7/1/18,NORDSTROM,87569
7/1/18,SAKS.COM,125842
7/2/18,BARNEYS NEW YORK,65658
7/2/18,NORDSTROM,98155
7/2/18,SAKS.COM,106551
7/3/18,BARNEYS NEW YORK,70745
7/3/18,NORDSTROM,96822
7/3/18,SAKS.COM,114432
7/4/18,BARNEYS NEW YORK,54841
7/4/18,NORDSTROM,107471
7/4/18,SAKS.COM,110289
7/5/18,BARNEYS NEW YORK,52859
7/5/18,NORDSTROM,108312
7/5/18,SAKS.COM,112143
7/6/18,BARNEYS NEW YORK,60258
7/6/18,NORDSTROM,101439
7/6/18,SAKS.COM,103176
7/7/18,BARNEYS NEW YORK,58487
7/7/18,NORDSTROM,99888
7/7/18,SAKS.COM,77549
7/8/18,BARNEYS NEW YORK,64305
7/8/18,NORDSTROM,101723
7/8/18,SAKS.COM,79026
7/9/18,BARNEYS NEW YORK,72554
7/9/18,NORDSTROM,104020
7/9/18,SAKS.COM,126538
7/10/18,BARNEYS NEW YORK,65937
7/10/18,NORDSTROM,78944
7/10/18,SAKS.COM,99108
7/11/18,BARNEYS NEW YORK,54900
7/11/18,NORDSTROM,95206
7/11/18,SAKS.COM,107877
7/12/18,BARNEYS NEW YORK,46694
7/12/18,NORDSTROM,98960
7/12/18,SAKS.COM,99337
7/13/18,BARNEYS NEW YORK,112185
7/13/18,NORDSTROM,104176
7/13/18,SAKS.COM,87279
7/14/18,BARNEYS NEW YORK,61829
7/14/18,NORDSTROM,89063
7/14/18,SAKS.COM,73055
7/15/18,BARNEYS NEW YORK,34543
7/15/18,NORDSTROM,87828
7/15/18,SAKS.COM,86633
7/16/18,BARNEYS NEW YORK,27883
7/16/18,NORDSTROM,96203
7/16/18,SAKS.COM,81758
7/17/18,BARNEYS NEW YORK,29273
7/17/18,NORDSTROM,117006
7/17/18,SAKS.COM,90318
7/18/18,BARNEYS NEW YORK,54524
7/18/18,NORDSTROM,104787
7/18/18,SAKS.COM,81507
7/19/18,BARNEYS NEW YORK,62126
7/19/18,NORDSTROM,99172
7/19/18,SAKS.COM,87253
7/20/18,BARNEYS NEW YORK,60863
7/20/18,NORDSTROM,441397
7/20/18,SAKS.COM,76176
7/21/18,BARNEYS NEW YORK,73145
7/21/18,NORDSTROM,271113
7/21/18,SAKS.COM,72943
7/22/18,BARNEYS NEW YORK,38498
7/22/18,NORDSTROM,224024
7/22/18,SAKS.COM,81699
7/23/18,BARNEYS NEW YORK,77820
7/23/18,NORDSTROM,179288
7/23/18,SAKS.COM,90385
7/24/18,BARNEYS NEW YORK,61945
7/24/18,NORDSTROM,169877
7/24/18,SAKS.COM,89733
7/25/18,BARNEYS NEW YORK,132738
7/25/18,NORDSTROM,142149
7/25/18,SAKS.COM,116937
7/26/18,BARNEYS NEW YORK,59820
7/26/18,NORDSTROM,160678
7/26/18,SAKS.COM,109064
7/27/18,BARNEYS NEW YORK,55305
7/27/18,NORDSTROM,140337
7/27/18,SAKS.COM,77313
7/28/18,BARNEYS NEW YORK,46724
7/28/18,NORDSTROM,131436
7/28/18,SAKS.COM,65484
7/29/18,BARNEYS NEW YORK,48027
7/29/18,NORDSTROM,148738
7/29/18,SAKS.COM,56701
7/30/18,BARNEYS NEW YORK,56058
7/30/18,NORDSTROM,145781
7/30/18,SAKS.COM,76209
7/31/18,BARNEYS NEW YORK,56819
7/31/18,NORDSTROM,151080
7/31/18,SAKS.COM,75159
8/1/18,BARNEYS NEW YORK,57877
8/1/18,NORDSTROM,156088
8/1/18,SAKS.COM,91304
8/2/18,BARNEYS NEW YORK,40878
8/2/18,NORDSTROM,156701
8/2/18,SAKS.COM,92051
8/3/18,BARNEYS NEW YORK,58874
8/3/18,NORDSTROM,180680
8/3/18,SAKS.COM,88280
8/4/18,BARNEYS NEW YORK,45063
8/4/18,NORDSTROM,173333
8/4/18,SAKS.COM,78239
8/5/18,BARNEYS NEW YORK,37698
8/5/18,NORDSTROM,178800
8/5/18,SAKS.COM,72812
8/6/18,BARNEYS NEW YORK,45437
8/6/18,NORDSTROM,153824
8/6/18,SAKS.COM,75187
8/7/18,BARNEYS NEW YORK,63668
8/7/18,NORDSTROM,98627
8/7/18,SAKS.COM,79572
8/8/18,BARNEYS NEW YORK,39562
8/8/18,NORDSTROM,109367
8/8/18,SAKS.COM,86764
8/9/18,BARNEYS NEW YORK,44995
8/9/18,NORDSTROM,93690
8/9/18,SAKS.COM,58126
8/10/18,BARNEYS NEW YORK,39374
8/10/18,NORDSTROM,87667
8/10/18,SAKS.COM,66513
8/11/18,BARNEYS NEW YORK,39048
8/11/18,NORDSTROM,96845
8/11/18,SAKS.COM,65878
8/12/18,BARNEYS NEW YORK,35424
8/12/18,NORDSTROM,91964
8/12/18,SAKS.COM,78100
8/13/18,BARNEYS NEW YORK,34199
8/13/18,NORDSTROM,108381
8/13/18,SAKS.COM,110351
8/14/18,BARNEYS NEW YORK,42349
8/14/18,NORDSTROM,105256
8/14/18,SAKS.COM,108832
8/15/18,BARNEYS NEW YORK,31621
8/15/18,NORDSTROM,106605
8/15/18,SAKS.COM,140458
8/16/18,BARNEYS NEW YORK,31368
8/16/18,NORDSTROM,95168
8/16/18,SAKS.COM,101996
8/17/18,BARNEYS NEW YORK,34619
8/17/18,NORDSTROM,95682
8/17/18,SAKS.COM,84900
8/18/18,BARNEYS NEW YORK,32609
8/18/18,NORDSTROM,88167
8/18/18,SAKS.COM,73424
8/19/18,BARNEYS NEW YORK,33774
8/19/18,NORDSTROM,91788
8/19/18,SAKS.COM,60772
8/20/18,BARNEYS NEW YORK,35748
8/20/18,NORDSTROM,101373
8/20/18,SAKS.COM,78700
8/21/18,BARNEYS NEW YORK,31379
8/21/18,NORDSTROM,110137
8/21/18,SAKS.COM,76204
8/22/18,BARNEYS NEW YORK,37711
8/22/18,NORDSTROM,119550
8/22/18,SAKS.COM,78147
8/23/18,BARNEYS NEW YORK,54579
8/23/18,NORDSTROM,109063
8/23/18,SAKS.COM,82852
8/24/18,BARNEYS NEW YORK,42614
8/24/18,NORDSTROM,108119
8/24/18,SAKS.COM,67589
8/25/18,BARNEYS NEW YORK,29248
8/25/18,NORDSTROM,91756
8/25/18,SAKS.COM,59938
8/26/18,BARNEYS NEW YORK,30805
8/26/18,NORDSTROM,121012
8/26/18,SAKS.COM,84212
8/27/18,BARNEYS NEW YORK,37100
8/27/18,NORDSTROM,112044
8/27/18,SAKS.COM,88773
8/28/18,BARNEYS NEW YORK,46559
8/28/18,NORDSTROM,119887
8/28/18,SAKS.COM,98925
8/29/18,BARNEYS NEW YORK,41849
8/29/18,NORDSTROM,126105
8/29/18,SAKS.COM,65027
8/30/18,BARNEYS NEW YORK,39669
8/30/18,NORDSTROM,126910
8/30/18,SAKS.COM,72678
8/31/18,BARNEYS NEW YORK,34813
8/31/18,NORDSTROM,140483
8/31/18,SAKS.COM,95558
9/1/18,BARNEYS NEW YORK,45189
9/1/18,NORDSTROM,142530
9/1/18,SAKS.COM,86620
9/2/18,BARNEYS NEW YORK,34383
9/2/18,NORDSTROM,139113
9/2/18,SAKS.COM,82467
9/3/18,BARNEYS NEW YORK,33932
9/3/18,NORDSTROM,144452
9/3/18,SAKS.COM,85981
9/4/18,BARNEYS NEW YORK,33010
9/4/18,NORDSTROM,133000
9/4/18,SAKS.COM,77272
9/5/18,BARNEYS NEW YORK,36586
9/5/18,NORDSTROM,105062
9/5/18,SAKS.COM,93121
9/6/18,BARNEYS NEW YORK,38554
9/6/18,NORDSTROM,118509
9/6/18,SAKS.COM,108061
9/7/18,BARNEYS NEW YORK,35226
9/7/18,NORDSTROM,109130
9/7/18,SAKS.COM,116060
9/8/18,BARNEYS NEW YORK,34890
9/8/18,NORDSTROM,112348
9/8/18,SAKS.COM,71868
9/9/18,BARNEYS NEW YORK,34895
9/9/18,NORDSTROM,127199
9/9/18,SAKS.COM,81698
9/10/18,BARNEYS NEW YORK,21198
9/10/18,NORDSTROM,137669
9/10/18,SAKS.COM,76875
9/11/18,BARNEYS NEW YORK,28023
9/11/18,NORDSTROM,122589
9/11/18,SAKS.COM,76118
9/12/18,BARNEYS NEW YORK,54941
9/12/18,NORDSTROM,96872
9/12/18,SAKS.COM,75774
9/13/18,BARNEYS NEW YORK,40279
9/13/18,NORDSTROM,100673
9/13/18,SAKS.COM,92603
9/14/18,BARNEYS NEW YORK,43720
9/14/18,NORDSTROM,78106
9/14/18,SAKS.COM,77049
9/15/18,BARNEYS NEW YORK,36654
9/15/18,NORDSTROM,112369
9/15/18,SAKS.COM,73046
9/16/18,BARNEYS NEW YORK,27801
9/16/18,NORDSTROM,111543
9/16/18,SAKS.COM,60354
9/17/18,BARNEYS NEW YORK,27326
9/17/18,NORDSTROM,120435
9/17/18,SAKS.COM,79181
9/18/18,BARNEYS NEW YORK,40955
9/18/18,NORDSTROM,126435
9/18/18,SAKS.COM,83809
9/19/18,BARNEYS NEW YORK,35490
9/19/18,NORDSTROM,104819
9/19/18,SAKS.COM,83896
9/20/18,BARNEYS NEW YORK,30309
9/20/18,NORDSTROM,92358
9/20/18,SAKS.COM,94866
9/21/18,BARNEYS NEW YORK,29028
9/21/18,NORDSTROM,115540
9/21/18,SAKS.COM,110373
9/22/18,BARNEYS NEW YORK,24189
9/22/18,NORDSTROM,109416
9/22/18,SAKS.COM,81975
9/23/18,BARNEYS NEW YORK,30648
9/23/18,NORDSTROM,139395
9/23/18,SAKS.COM,67366
9/24/18,BARNEYS NEW YORK,16706
9/24/18,NORDSTROM,215641
9/24/18,SAKS.COM,68813
9/25/18,BARNEYS NEW YORK,26582
9/25/18,NORDSTROM,122336
9/25/18,SAKS.COM,48551
9/26/18,BARNEYS NEW YORK,37616
9/26/18,NORDSTROM,119022
9/26/18,SAKS.COM,61933
9/27/18,BARNEYS NEW YORK,38927
9/27/18,NORDSTROM,104441
9/27/18,SAKS.COM,71222
9/28/18,BARNEYS NEW YORK,24015
9/28/18,NORDSTROM,103767
9/28/18,SAKS.COM,62147
9/29/18,BARNEYS NEW YORK,31800
9/29/18,NORDSTROM,116855
9/29/18,SAKS.COM,60387
9/30/18,BARNEYS NEW YORK,29681
9/30/18,NORDSTROM,129092
9/30/18,SAKS.COM,58169
10/1/18,BARNEYS NEW YORK,31848
10/1/18,NORDSTROM,133136
10/1/18,SAKS.COM,117804
10/2/18,BARNEYS NEW YORK,33074
10/2/18,NORDSTROM,124208
10/2/18,SAKS.COM,90542
10/3/18,BARNEYS NEW YORK,54490
10/3/18,NORDSTROM,128736
10/3/18,SAKS.COM,79111
10/4/18,BARNEYS NEW YORK,40080
10/4/18,NORDSTROM,109456
10/4/18,SAKS.COM,87616
10/5/18,BARNEYS NEW YORK,50712
10/5/18,NORDSTROM,106392
10/5/18,SAKS.COM,90302
10/6/18,BARNEYS NEW YORK,42963
10/6/18,NORDSTROM,102246
10/6/18,SAKS.COM,80170
10/7/18,BARNEYS NEW YORK,31549
10/7/18,NORDSTROM,106209
10/7/18,SAKS.COM,85222
10/8/18,BARNEYS NEW YORK,39700
10/8/18,NORDSTROM,125291
10/8/18,SAKS.COM,131502
10/9/18,BARNEYS NEW YORK,18810
10/9/18,NORDSTROM,109237
10/9/18,SAKS.COM,68990
10/10/18,BARNEYS NEW YORK,33952
10/10/18,NORDSTROM,107049
10/10/18,SAKS.COM,69877
10/11/18,BARNEYS NEW YORK,43378
10/11/18,NORDSTROM,101930
10/11/18,SAKS.COM,108418
10/12/18,BARNEYS NEW YORK,28811
10/12/18,NORDSTROM,105901
10/12/18,SAKS.COM,134340
10/13/18,BARNEYS NEW YORK,21152
10/13/18,NORDSTROM,104832
10/13/18,SAKS.COM,113634
10/14/18,BARNEYS NEW YORK,25049
10/14/18,NORDSTROM,116926
10/14/18,SAKS.COM,73129
10/15/18,BARNEYS NEW YORK,22897
10/15/18,NORDSTROM,120099
10/15/18,SAKS.COM,106719
10/16/18,BARNEYS NEW YORK,36260
10/16/18,NORDSTROM,117477
10/16/18,SAKS.COM,111347
10/17/18,BARNEYS NEW YORK,25772
10/17/18,NORDSTROM,135663
10/17/18,SAKS.COM,145913
10/18/18,BARNEYS NEW YORK,52867
10/18/18,NORDSTROM,120276
10/18/18,SAKS.COM,128357
10/19/18,BARNEYS NEW YORK,30027
10/19/18,NORDSTROM,111936
10/19/18,SAKS.COM,70678
10/20/18,BARNEYS NEW YORK,28634
10/20/18,NORDSTROM,112578
10/20/18,SAKS.COM,66511
10/21/18,BARNEYS NEW YORK,34015
10/21/18,NORDSTROM,131354
10/21/18,SAKS.COM,86680
10/22/18,BARNEYS NEW YORK,19258
10/22/18,NORDSTROM,170081
10/22/18,SAKS.COM,96627
10/23/18,BARNEYS NEW YORK,27791
10/23/18,NORDSTROM,125567
10/23/18,SAKS.COM,69302
10/24/18,BARNEYS NEW YORK,25067
10/24/18,NORDSTROM,94879
10/24/18,SAKS.COM,86962
10/25/18,BARNEYS NEW YORK,72481
10/25/18,NORDSTROM,113917
10/25/18,SAKS.COM,69786
10/26/18,BARNEYS NEW YORK,36574
10/26/18,NORDSTROM,118383
10/26/18,SAKS.COM,81022
10/27/18,BARNEYS NEW YORK,43770
10/27/18,NORDSTROM,119374
10/27/18,SAKS.COM,62361
10/28/18,BARNEYS NEW YORK,44697
10/28/18,NORDSTROM,132350
10/28/18,SAKS.COM,65634
10/29/18,BARNEYS NEW YORK,32661
10/29/18,NORDSTROM,134676
10/29/18,SAKS.COM,49957
10/30/18,BARNEYS NEW YORK,22441
10/30/18,NORDSTROM,113453
10/30/18,SAKS.COM,78917
10/31/18,BARNEYS NEW YORK,25017
10/31/18,NORDSTROM,105307
10/31/18,SAKS.COM,108153
11/1/18,BARNEYS NEW YORK,31564
11/1/18,NORDSTROM,110076
11/1/18,SAKS.COM,101290
11/2/18,BARNEYS NEW YORK,26349
11/2/18,NORDSTROM,102458
11/2/18,SAKS.COM,74223
11/3/18,BARNEYS NEW YORK,30971
11/3/18,NORDSTROM,110010
11/3/18,SAKS.COM,60919
11/4/18,BARNEYS NEW YORK,25135
11/4/18,NORDSTROM,138848
11/4/18,SAKS.COM,128029
11/5/18,BARNEYS NEW YORK,26065
11/5/18,NORDSTROM,141406
11/5/18,SAKS.COM,103297
11/6/18,BARNEYS NEW YORK,33730
11/6/18,NORDSTROM,116838
11/6/18,SAKS.COM,120297
11/7/18,BARNEYS NEW YORK,28605
11/7/18,NORDSTROM,111664
11/7/18,SAKS.COM,95610
11/8/18,BARNEYS NEW YORK,29560
11/8/18,NORDSTROM,129003
11/8/18,SAKS.COM,85989
11/9/18,BARNEYS NEW YORK,32590
11/9/18,NORDSTROM,161893
11/9/18,SAKS.COM,74140
11/10/18,BARNEYS NEW YORK,36494
11/10/18,NORDSTROM,178911
11/10/18,SAKS.COM,76564
11/11/18,BARNEYS NEW YORK,54025
11/11/18,NORDSTROM,206842
11/11/18,SAKS.COM,73852
11/12/18,BARNEYS NEW YORK,20276
11/12/18,NORDSTROM,145918
11/12/18,SAKS.COM,74270
11/13/18,BARNEYS NEW YORK,24855
11/13/18,NORDSTROM,140684
11/13/18,SAKS.COM,77918
11/14/18,BARNEYS NEW YORK,75881
11/14/18,NORDSTROM,171484
11/14/18,SAKS.COM,71308
11/15/18,BARNEYS NEW YORK,41015
11/15/18,NORDSTROM,127924
11/15/18,SAKS.COM,67803
11/16/18,BARNEYS NEW YORK,44518
11/16/18,NORDSTROM,119841
11/16/18,SAKS.COM,91912
11/17/18,BARNEYS NEW YORK,45055
11/17/18,NORDSTROM,137310
11/17/18,SAKS.COM,68823
11/18/18,BARNEYS NEW YORK,40474
11/18/18,NORDSTROM,151682
11/18/18,SAKS.COM,108418
11/19/18,BARNEYS NEW YORK,114565
11/19/18,NORDSTROM,137674
11/19/18,SAKS.COM,140428
11/20/18,BARNEYS NEW YORK,108159
11/20/18,NORDSTROM,168307
11/20/18,SAKS.COM,182308
11/21/18,BARNEYS NEW YORK,90182
11/21/18,NORDSTROM,218042
11/21/18,SAKS.COM,237023
11/22/18,BARNEYS NEW YORK,185278
11/22/18,NORDSTROM,292705
11/22/18,SAKS.COM,201201
11/23/18,BARNEYS NEW YORK,90913
11/23/18,NORDSTROM,283809
11/23/18,SAKS.COM,170651
11/24/18,BARNEYS NEW YORK,116709
11/24/18,NORDSTROM,417496
11/24/18,SAKS.COM,213763
11/25/18,BARNEYS NEW YORK,242199
11/25/18,NORDSTROM,271389
11/25/18,SAKS.COM,140043
11/26/18,BARNEYS NEW YORK,135950
11/26/18,NORDSTROM,291014
11/26/18,SAKS.COM,362241
11/27/18,BARNEYS NEW YORK,55916
11/27/18,NORDSTROM,234563
11/27/18,SAKS.COM,241855
11/28/18,BARNEYS NEW YORK,30212
11/28/18,NORDSTROM,141127
11/28/18,SAKS.COM,86118
11/29/18,BARNEYS NEW YORK,57622
11/29/18,NORDSTROM,125916
11/29/18,SAKS.COM,93446
11/30/18,BARNEYS NEW YORK,49432
11/30/18,NORDSTROM,118545
11/30/18,SAKS.COM,90651
12/1/18,BARNEYS NEW YORK,34754
12/1/18,NORDSTROM,118612
12/1/18,SAKS.COM,90973
12/2/18,BARNEYS NEW YORK,39070
12/2/18,NORDSTROM,128517
12/2/18,SAKS.COM,107859
12/3/18,BARNEYS NEW YORK,53150
12/3/18,NORDSTROM,137297
12/3/18,SAKS.COM,94648
12/4/18,BARNEYS NEW YORK,79553
12/4/18,NORDSTROM,146153
12/4/18,SAKS.COM,101124
12/5/18,BARNEYS NEW YORK,52488
12/5/18,NORDSTROM,141199
12/5/18,SAKS.COM,105336
12/6/18,BARNEYS NEW YORK,50590
12/6/18,NORDSTROM,125488
12/6/18,SAKS.COM,99146
12/7/18,BARNEYS NEW YORK,58388
12/7/18,NORDSTROM,126878
12/7/18,SAKS.COM,110501
12/8/18,BARNEYS NEW YORK,64071
12/8/18,NORDSTROM,115387
12/8/18,SAKS.COM,127131
12/9/18,BARNEYS NEW YORK,69905
12/9/18,NORDSTROM,125593
12/9/18,SAKS.COM,118291
12/10/18,BARNEYS NEW YORK,46573
12/10/18,NORDSTROM,159228
12/10/18,SAKS.COM,159517
12/11/18,BARNEYS NEW YORK,64880
12/11/18,NORDSTROM,140766
12/11/18,SAKS.COM,133172
12/12/18,BARNEYS NEW YORK,62986
12/12/18,NORDSTROM,130472
12/12/18,SAKS.COM,150892
12/13/18,BARNEYS NEW YORK,54693
12/13/18,NORDSTROM,135229
12/13/18,SAKS.COM,156908
12/14/18,BARNEYS NEW YORK,61123
12/14/18,NORDSTROM,122746
12/14/18,SAKS.COM,144387
12/15/18,BARNEYS NEW YORK,49573
12/15/18,NORDSTROM,81083
12/15/18,SAKS.COM,134935
12/16/18,BARNEYS NEW YORK,40618
12/16/18,NORDSTROM,89675
12/16/18,SAKS.COM,135521
12/17/18,BARNEYS NEW YORK,186464
12/17/18,NORDSTROM,92714
12/17/18,SAKS.COM,63058
12/18/18,BARNEYS NEW YORK,87542
12/18/18,NORDSTROM,86457
12/18/18,SAKS.COM,61555
12/19/18,BARNEYS NEW YORK,68004
12/19/18,NORDSTROM,81912
12/19/18,SAKS.COM,57294
12/20/18,BARNEYS NEW YORK,48972
12/20/18,NORDSTROM,76710
12/20/18,SAKS.COM,37462
12/21/18,BARNEYS NEW YORK,71425
12/21/18,NORDSTROM,80251
12/21/18,SAKS.COM,39983
12/22/18,BARNEYS NEW YORK,79424
12/22/18,NORDSTROM,68538
12/22/18,SAKS.COM,42923
12/23/18,BARNEYS NEW YORK,78839
12/23/18,NORDSTROM,64190
12/23/18,SAKS.COM,52662
